MPI + OpenMP,11,2.4279,2.8756,2.6523
MPI + OpenMP,12,2.8494,2.8756,2.6523
MPI + OpenMP,13,2.6285,2.8756,2.6523
MPI + OpenMP,14,2.7349,2.8756,2.6523
MPI + OpenMP,15,3.6308,2.8756,2.6523
MPI + OpenMP,0,2.2381,2.2494,2.4745
MPI + OpenMP,1,2.5148,2.2494,2.4745
MPI + OpenMP,2,2.4874,2.2494,2.4745
MPI + OpenMP,3,2.6364,2.2494,2.4745
MPI + OpenMP,4,2.2814,2.2494,2.4745
MPI + OpenMP,5,2.2730,2.2494,2.4745
MPI + OpenMP,6,2.7138,2.2494,2.4745
MPI + OpenMP,7,2.7010,2.2494,2.4745
MPI + OpenMP,8,2.5731,2.2494,2.4745
MPI + OpenMP,9,2.6323,2.2494,2.4745
MPI + OpenMP,10,2.0623,2.2494,2.4745
MPI + OpenMP,11,2.6741,2.2494,2.4745
MPI + OpenMP,12,2.7501,2.2494,2.4745
MPI + OpenMP,13,2.3006,2.2494,2.4745
MPI + OpenMP,14,2.4237,2.2494,2.4745
MPI + OpenMP,15,2.3296,2.2494,2.4745
MPI + OpenMP,0,1.8643,3.7876,1.8509
MPI + OpenMP,1,1.7559,3.7876,1.8509
MPI + OpenMP,2,2.0337,3.7876,1.8509
MPI + OpenMP,3,1.6650,3.7876,1.8509
MPI + OpenMP,4,1.7335,3.7876,1.8509
MPI + OpenMP,5,1.7880,3.7876,1.8509
MPI + OpenMP,6,2.0198,3.7876,1.8509
MPI + OpenMP,7,1.7553,3.7876,1.8509
MPI + OpenMP,8,2.1386,3.7876,1.8509
MPI + OpenMP,9,1.7278,3.7876,1.8509
MPI + OpenMP,10,1.8904,3.7876,1.8509
MPI + OpenMP,11,1.7319,3.7876,1.8509
MPI + OpenMP,12,2.0183,3.7876,1.8509
MPI + OpenMP,13,1.7306,3.7876,1.8509
MPI + OpenMP,14,1.9762,3.7876,1.8509
MPI + OpenMP,15,1.7858,3.7876,1.8509
OpenMP,0,1.7337,9.7261,1.7558
OpenMP,1,1.4695,9.7261,1.7558
OpenMP,2,1.2987,9.7261,1.7558
OpenMP,3,1.5556,9.7261,1.7558
OpenMP,4,1.8355,9.7261,1.7558
OpenMP,5,1.0977,9.7261,1.7558
OpenMP,6,1.2204,9.7261,1.7558
OpenMP,7,1.9056,9.7261,1.7558
OpenMP,8,2.0753,9.7261,1.7558
OpenMP,9,1.2986,9.7261,1.7558
OpenMP,10,1.1642,9.7261,1.7558
OpenMP,11,1.7141,9.7261,1.7558
OpenMP,12,2.3914,9.7261,1.7558
OpenMP,13,1.2025,9.7261,1.7558
OpenMP,14,2.4538,9.7261,1.7558
OpenMP,15,3.6758,9.7261,1.7558
OpenMP,0,1.6710,7.4819,1.7199
OpenMP,1,1.6371,7.4819,1.7199
OpenMP,2,1.4261,7.4819,1.7199
OpenMP,3,1.9781,7.4819,1.7199
OpenMP,4,1.5494,7.4819,1.7199
OpenMP,5,1.4270,7.4819,1.7199
OpenMP,6,1.4444,7.4819,1.7199
OpenMP,7,2.3488,7.4819,1.7199
OpenMP,8,1.7656,7.4819,1.7199
OpenMP,9,1.2264,7.4819,1.7199
OpenMP,10,1.4294,7.4819,1.7199
OpenMP,11,2.1348,7.4819,1.7199
OpenMP,12,1.5440,7.4819,1.7199
OpenMP,13,1.6397,7.4819,1.7199
OpenMP,14,1.8841,7.4819,1.7199
OpenMP,15,2.4120,7.4819,1.7199
OpenMP,0,1.8062,8.0011,1.7826
OpenMP,1,2.3002,8.0011,1.7826
OpenMP,2,1.2673,8.0011,1.7826
OpenMP,3,1.3352,8.0011,1.7826
OpenMP,4,1.8000,8.0011,1.7826
OpenMP,5,1.8488,8.0011,1.7826
OpenMP,6,1.4348,8.0011,1.7826
OpenMP,7,1.6253,8.0011,1.7826
OpenMP,8,1.8300,8.0011,1.7826
OpenMP,9,1.8221,8.0011,1.7826
OpenMP,10,1.4173,8.0011,1.7826
OpenMP,11,2.0341,8.0011,1.7826
OpenMP,12,1.8236,8.0011,1.7826
OpenMP,13,1.8132,8.0011,1.7826
OpenMP,14,1.4457,8.0011,1.7826
OpenMP,15,2.9169,8.0011,1.7826
MPI,0,1.7448,4.3958,0.6011
MPI,1,4.3952,4.3958,0.6011
MPI,2,1.7383,4.3958,0.6011
MPI,3,1.7398,4.3958,0.6011
MPI,4,0.0000,4.3958,0.6011
MPI,5,0.0000,4.3958,0.6011
MPI,6,0.0000,4.3958,0.6011
MPI,7,0.0000,4.3958,0.6011
MPI,8,0.0000,4.3958,0.6011
MPI,9,0.0000,4.3958,0.6011
MPI,10,0.0000,4.3958,0.6011
MPI,11,0.0000,4.3958,0.6011
MPI,12,0.0000,4.3958,0.6011
MPI,13,0.0000,4.3958,0.6011
MPI,14,0.0000,4.3958,0.6011
MPI,15,0.0000,4.3958,0.6011
MPI,0,3.5306,10.0934,4.7527
MPI,1,4.9968,10.0934,4.7527
MPI,2,4.3657,10.0934,4.7527
MPI,3,3.1041,10.0934,4.7527
MPI,4,3.9705,10.0934,4.7527
MPI,5,3.9530,10.0934,4.7527
MPI,6,3.0908,10.0934,4.7527
MPI,7,10.0726,10.0934,4.7527
MPI,8,3.1032,10.0934,4.7527
MPI,9,3.5358,10.0934,4.7527
MPI,10,5.4732,10.0934,4.7527
MPI,11,8.0769,10.0934,4.7527
MPI,12,3.2171,10.0934,4.7527
MPI,13,3.1867,10.0934,4.7527
MPI,14,7.3659,10.0934,4.7527
MPI,15,5.0005,10.0934,4.7527
MPI,0,2.6035,16.6476,5.2459
MPI,1,11.4727,16.6476,5.2459
MPI,2,4.2353,16.6476,5.2459
MPI,3,3.8682,16.6476,5.2459
MPI,4,4.7387,16.6476,5.2459
MPI,5,2.6466,16.6476,5.2459
MPI,6,4.1963,16.6476,5.2459
MPI,7,2.7657,16.6476,5.2459
MPI,8,3.0315,16.6476,5.2459
MPI,9,3.4302,16.6476,5.2459
MPI,10,2.7362,16.6476,5.2459
MPI,11,3.8657,16.6476,5.2459
MPI,12,4.1818,16.6476,5.2459
MPI,13,8.8127,16.6476,5.2459
MPI,14,4.7242,16.6476,5.2459
MPI,15,16.6242,16.6476,5.2459
MPI,0,7.3991,18.5011,7.5387
MPI,1,3.0266,18.5011,7.5387
MPI,2,3.0451,18.5011,7.5387
MPI,3,12.9626,18.5011,7.5387
MPI,4,3.6865,18.5011,7.5387
MPI,5,3.8945,18.5011,7.5387
MPI,6,14.3853,18.5011,7.5387
MPI,7,3.7418,18.5011,7.5387
MPI,8,3.0155,18.5011,7.5387
MPI,9,2.9958,18.5011,7.5387
MPI,10,18.5051,18.5011,7.5387
MPI,11,10.9866,18.5011,7.5387
MPI,12,14.8047,18.5011,7.5387
MPI,13,2.9965,18.5011,7.5387
MPI,14,2.9930,18.5011,7.5387
MPI,15,12.1813,18.5011,7.5387
MPI + OpenMP,0,1.4373,10.0166,3.9457
MPI + OpenMP,1,4.6686,10.0166,3.9457
MPI + OpenMP,2,2.2721,10.0166,3.9457
MPI + OpenMP,3,1.6385,10.0166,3.9457
MPI + OpenMP,4,1.7964,10.0166,3.9457
MPI + OpenMP,5,2.0776,10.0166,3.9457
MPI + OpenMP,6,1.6354,10.0166,3.9457
MPI + OpenMP,7,1.2457,10.0166,3.9457
MPI + OpenMP,8,1.4180,10.0166,3.9457
MPI + OpenMP,9,4.3002,10.0166,3.9457
MPI + OpenMP,10,10.0312,10.0166,3.9457
MPI + OpenMP,11,1.9659,10.0166,3.9457
MPI + OpenMP,12,17.7114,10.0166,3.9457
MPI + OpenMP,13,3.0746,10.0166,3.9457
MPI + OpenMP,14,1.9235,10.0166,3.9457
MPI + OpenMP,15,5.9353,10.0166,3.9457
MPI + OpenMP,0,1.4749,15.2374,3.9029
MPI + OpenMP,1,7.3935,15.2374,3.9029
MPI + OpenMP,2,4.0606,15.2374,3.9029
MPI + OpenMP,3,1.2540,15.2374,3.9029
MPI + OpenMP,4,1.5468,15.2374,3.9029
MPI + OpenMP,5,1.3485,15.2374,3.9029
MPI + OpenMP,6,5.7613,15.2374,3.9029
MPI + OpenMP,7,6.5806,15.2374,3.9029
MPI + OpenMP,8,1.4692,15.2374,3.9029
MPI + OpenMP,9,2.8593,15.2374,3.9029
MPI + OpenMP,10,6.3499,15.2374,3.9029
MPI + OpenMP,11,5.3209,15.2374,3.9029
MPI + OpenMP,12,5.1471,15.2374,3.9029
MPI + OpenMP,13,3.4941,15.2374,3.9029
MPI + OpenMP,14,5.5428,15.2374,3.9029
MPI + OpenMP,15,2.8426,15.2374,3.9029
MPI + OpenMP,0,2.0760,27.1043,5.0436
MPI + OpenMP,1,1.4552,27.1043,5.0436
MPI + OpenMP,2,1.8442,27.1043,5.0436
MPI + OpenMP,3,1.6932,27.1043,5.0436
MPI + OpenMP,4,10.9036,27.1043,5.0436
MPI + OpenMP,5,4.5223,27.1043,5.0436
MPI + OpenMP,6,10.1606,27.1043,5.0436
MPI + OpenMP,7,1.5169,27.1043,5.0436
MPI + OpenMP,8,10.9351,27.1043,5.0436
MPI + OpenMP,9,1.3457,27.1043,5.0436
MPI + OpenMP,10,4.5372,27.1043,5.0436
MPI + OpenMP,11,4.3293,27.1043,5.0436
MPI + OpenMP,12,1.9036,27.1043,5.0436
MPI + OpenMP,13,10.1263,27.1043,5.0436
MPI + OpenMP,14,3.3920,27.1043,5.0436
MPI + OpenMP,15,9.9569,27.1043,5.0436
